iter	RMSE
438	0.2242276733
439	0.2234845303
440	0.2224392437
441	0.221814363
442	0.2207333375
443	0.2204930897
444	0.2202650262
445	0.2193208257
446	0.2186149431
447	0.2175619108
448	0.2166682146
449	0.2160646608
450	0.2148390879
451	0.214254629
452	0.2140300457
453	0.2131300644
454	0.2129126018
455	0.2117073135
456	0.2116015074
457	0.2114983081
458	0.2113976403
459	0.2112994315
460	0.2106137069
461	0.2105180959
462	0.2098646883
463	0.2089906598
464	0.2084247142
465	0.2077042313
466	0.2075639571
467	0.2069431759
468	0.2062474147
469	0.2059263903
470	0.2053703537
471	0.2050618913
472	0.2043869025
473	0.2039962758
474	0.2029847667
475	0.2017187609
476	0.2011800897
477	0.1999644911
478	0.1986002767
479	0.1974109599
480	0.1968797148
481	0.1956794855
482	0.1945323063
483	0.1936113437
484	0.1922088447
485	0.1913023077
486	0.1900640956
487	0.189959251
488	0.1898562074
489	0.1897549332
490	0.1884105784
491	0.1872476312
492	0.187147357
493	0.187048799
494	0.1864814129
495	0.1863589594
496	0.1862632426
497	0.1861691648
498	0.1857310524
499	0.1846281562
500	0.1845257851
501	0.1837780692
502	0.1832334157
503	0.18250619
504	0.1817658478
505	0.1810457308
506	0.1805200337
507	0.1798204658
508	0.1793225141
509	0.1786651445
510	0.178001278
511	0.177518592
512	0.1770073296
513	0.176363757
514	0.1758924934
515	0.1745255215
516	0.1733842439
517	0.1722984578
518	0.171632796
519	0.1710718021
520	0.1698938319
521	0.1694443362
522	0.1688293926
523	0.1676907339
524	0.1674423964
525	0.166341803
526	0.1653416862
527	0.1641902512
528	0.1639503053
529	0.1634444437
530	0.1630062204
531	0.1622911808
532	0.1620629363
533	0.1619658357
534	0.1615119732
535	0.1604607416
536	0.159853596
537	0.1594330104
538	0.1588458081
539	0.1582791918
540	0.1578586053
541	0.1571908223
542	0.1568809033
543	0.1565827265
544	0.1561821938
545	0.1556052313
546	0.1553216025
547	0.154783057
548	0.1538763412
549	0.1533315273
550	0.1528932371
551	0.1523729003
552	0.151507184
553	0.1510041074
554	0.1505905516
555	0.150206785
556	0.1496189714
557	0.1486999555
558	0.1478470085
559	0.147288001
560	0.1469250683
561	0.1465480689
562	0.1457594406
563	0.1450123951
564	0.1443685202
565	0.1438207685
566	0.1432882075
567	0.1427703347
568	0.1421959349
569	0.141839805
570	0.1410908037
571	0.140369889
572	0.1402456457
573	0.1400675189
574	0.1398932663
575	0.1397496113
576	0.1394418391
577	0.1391682786
578	0.1390286049
579	0.1389473558
580	0.1382562191
581	0.1377619898
582	0.1372155152
583	0.1366082072
584	0.1361339679
585	0.1356684521
586	0.1349788715
587	0.1343378008
588	0.1342255078
589	0.1341150323
590	0.1333688468
591	0.132658742
592	0.132080549
593	0.1313963157
594	0.1307522461
595	0.1304418513
596	0.1297910578
597	0.12963334
598	0.1295189884
599	0.1293666631
600	0.1287391953
601	0.1280934626
602	0.1280446326
603	0.1279966036
604	0.1279493622
605	0.127902895
606	0.1278571891
607	0.1278122319
608	0.1277680108
609	0.1271490064
610	0.1271059212
611	0.1270635409
612	0.1270218538
613	0.1269808486
614	0.1269405141
615	0.1269008393
616	0.1268097635
617	0.1263558058
618	0.1257282764
619	0.1251366535
620	0.1247011885
621	0.1245936062
622	0.1243277005
623	0.1237196448
624	0.1231887473
625	0.1230827284
626	0.1229952306
627	0.1226587995
628	0.1223289797
629	0.1220056212
630	0.1216885784
631	0.1213777099
632	0.1213091088
633	0.1210041758
634	0.1207051428
635	0.1206058203
636	0.120538856
637	0.1202455027
638	0.1199577939
639	0.1195917669
640	0.1193096608
641	0.1192122214
642	0.1189355215
643	0.1188396571
644	0.1185775234
645	0.1183055322
646	0.1178188206
647	0.117551364
648	0.1172889774
649	0.1170315548
650	0.116650482
651	0.1165569807
652	0.1164649822
653	0.1163744621
654	0.1162853965
655	0.1157196716
656	0.1156320339
657	0.1155458053
658	0.1149502619
659	0.1145821995
660	0.1145187848
661	0.1144564796
662	0.1141478856
663	0.1140864336
664	0.1140029894
665	0.1132960968
666	0.1125419607
667	0.1118737279
668	0.1115939482
669	0.1108825251
670	0.1102307641
671	0.1096389324
672	0.1090947774
673	0.1086503336
674	0.1079033362
675	0.1071857945
676	0.1064940066
677	0.1061699182
678	0.1061324697
679	0.1060956297
680	0.1057801371
681	0.1057439115
682	0.1057169541
683	0.1052299221
684	0.1052036168
685	0.1047384769
686	0.1044437562
687	0.104034077
688	0.10374504
689	0.1033954123
690	0.1031220067
691	0.102952208
692	0.102579314
693	0.1023203673
694	0.1021604714
695	0.1019149515
696	0.1016604428
697	0.100949662
698	0.1005930431
699	0.1004140155
700	0.1002386517
701	0.1000668582
702	0.09989854499
703	0.09973362485
704	0.09957201359
705	0.09941362974
706	0.09925034464
707	0.09893110931
708	0.09870603971
709	0.09845048341
710	0.09813368108
711	0.09788683103
712	0.09757878677
713	0.09734031709
714	0.09711015611
715	0.09687840235
716	0.09654584002
717	0.0963246454
718	0.09614206613
719	0.0959130079
720	0.09568907948
721	0.0954752372
722	0.095255733
723	0.09500302659
724	0.09472797165
725	0.0944024781
726	0.09419133261
727	0.09394990001
728	0.09368880991
729	0.09338175955
730	0.09320768831
731	0.09278479704
732	0.09265864307
733	0.09225101787
734	0.0921923717
735	0.09213485364
736	0.09207842948
737	0.09190913302
738	0.09168540612
739	0.09156600284
740	0.09123471981
741	0.09103452433
742	0.09073065593
743	0.09034267975
744	0.09028705676
745	0.09023247098
746	0.09017889337
747	0.09006315733
748	0.08975065167
749	0.08932300608
750	0.08913589001
751	0.08884239212
752	0.08846667227
753	0.0882708745
754	0.08794939993
755	0.08783818648
756	0.08753452731
757	0.08735708838
758	0.08717402736
759	0.08704590038
760	0.08683969408
761	0.08631396716
762	0.08611778693
763	0.08582706579
764	0.08545247395
765	0.08518183157
766	0.08512986924
767	0.08507889486
768	0.08486002467
769	0.08475790101
770	0.08447645839
771	0.08411437615
772	0.08376216794
773	0.0832033211
774	0.08266761768
775	0.08212880167
776	0.08194950943
777	0.08143065993
778	0.08092671072
779	0.08042377292
780	0.0800698639
781	0.07975107197
782	0.07940929338
783	0.07895545123
784	0.07876112011
785	0.07833243665
786	0.07813555511
787	0.07789994141
788	0.07770906722
789	0.07751293271
790	0.07706879733
791	0.0767417278
792	0.07642349849
793	0.07629865537
794	0.07596115638
795	0.07577725545
796	0.07547263945
797	0.0751043428
798	0.07492453565
799	0.07469860967
