iter	RMSE
1510	0.08761622369
1511	0.08761240837
1512	0.08760789529
1513	0.08760481586
1514	0.08759630387
1515	0.08759079799
1516	0.08758430065
1517	0.08757582208
1518	0.08757224932
1519	0.08756460789
1520	0.08755973934
1521	0.0875537927
1522	0.08754580129
1523	0.08753681353
1524	0.0875298567
1525	0.08752539202
1526	0.08752036292
1527	0.08751504723
1528	0.08751021409
1529	0.08750254296
1530	0.08749331742
1531	0.08748734432
1532	0.08748218019
1533	0.08747543229
1534	0.08746970516
1535	0.08746213333
1536	0.08745483187
1537	0.08744706653
1538	0.08743774662
1539	0.08743298288
1540	0.08742631598
1541	0.08742181693
1542	0.08741832871
1543	0.08741095476
1544	0.0874045432
1545	0.08739922159
1546	0.08739064547
1547	0.08738564119
1548	0.0873798843
1549	0.0873712348
1550	0.08736645409
1551	0.08735964396
1552	0.08735382919
1553	0.08734742354
1554	0.0873379694
1555	0.08733160045
1556	0.08732148652
1557	0.08731537906
1558	0.08730830636
1559	0.08730314633
1560	0.08729659434
1561	0.08729142488
1562	0.08728325268
1563	0.08727691772
1564	0.08727217788
1565	0.08726500893
1566	0.0872592566
1567	0.08725424093
1568	0.08724670823
1569	0.08724178107
1570	0.08723520826
1571	0.08722998765
1572	0.08722318473
1573	0.08721737427
1574	0.08721091544
1575	0.08720242278
1576	0.0871979279
1577	0.08719236867
1578	0.08718479447
1579	0.08717881875
1580	0.08717274196
1581	0.0871662872
1582	0.08715944228
1583	0.0871561294
1584	0.08715020158
1585	0.08714535066
1586	0.08713883436
1587	0.08713397914
1588	0.08712823678
1589	0.08712366013
1590	0.08711657009
1591	0.08711062512
1592	0.08710406123
1593	0.08709597803
1594	0.08709184373
1595	0.08708488368
1596	0.08707387676
1597	0.0870706521
1598	0.08706634356
1599	0.08705815718
1600	0.08705412083
1601	0.08704743627
1602	0.08704363195
1603	0.08703894301
1604	0.08703122159
1605	0.08702784621
1606	0.08702193789
1607	0.08701515208
1608	0.08701009384
1609	0.08700438929
1610	0.08700021858
1611	0.0869941554
1612	0.08698435167
1613	0.08698045352
1614	0.08697455039
1615	0.08696903342
1616	0.08696464938
1617	0.08695989551
1618	0.08695445252
1619	0.08694920575
1620	0.08694465813
1621	0.0869394456
1622	0.08693349484
1623	0.08692656313
1624	0.0869222435
1625	0.08691663572
1626	0.08691165919
1627	0.08690598782
1628	0.08689899635
1629	0.08689593998
1630	0.08689086207
1631	0.08688727402
1632	0.08688260009
1633	0.08687733415
1634	0.08687312961
1635	0.08687029135
1636	0.08686646116
1637	0.08686155552
1638	0.08685627902
1639	0.0868523819
1640	0.08684710205
1641	0.08684030425
1642	0.08683598182
1643	0.086832687
1644	0.08682595424
1645	0.08682157954
1646	0.08681573403
1647	0.08681052467
1648	0.08680354011
1649	0.08679754538
1650	0.08679422467
1651	0.08678806449
1652	0.0867842892
1653	0.08677893201
1654	0.08677422592
1655	0.08677058739
1656	0.08676660086
1657	0.08676184409
1658	0.08675516204
1659	0.08674889505
1660	0.08674603565
1661	0.08674240261
1662	0.08673687959
1663	0.08672756336
1664	0.08672245052
1665	0.08671582552
1666	0.08671069569
1667	0.08670559123
1668	0.0866992424
1669	0.0866927075
1670	0.08668688301
1671	0.0866801725
1672	0.08667457118
1673	0.08666998107
1674	0.08666411974
1675	0.08665881327
1676	0.08665411596
1677	0.08664823951
1678	0.08664375922
1679	0.08663822869
1680	0.08663216247
1681	0.08662733068
1682	0.0866227819
1683	0.08661936245
1684	0.08661591789
1685	0.08661215252
1686	0.08660848632
1687	0.08660516517
1688	0.08660156089
1689	0.08659646024
1690	0.08658912107
1691	0.08658595473
1692	0.08658265234
1693	0.08657598941
1694	0.08657093114
1695	0.08656832234
1696	0.08656561162
1697	0.08656093088
1698	0.08655836572
1699	0.08655385266
1700	0.08654888348
1701	0.08654460809
1702	0.08653871765
1703	0.08653295574
1704	0.08652977755
1705	0.08652557781
1706	0.08651885435
1707	0.08651440086
1708	0.08651007811
1709	0.08650670247
1710	0.08650140701
1711	0.08649709755
1712	0.08649009115
1713	0.08648744626
1714	0.08648296891
1715	0.08647986858
1716	0.08647598827
1717	0.0864715682
1718	0.08646520692
1719	0.08646150206
1720	0.08645857548
1721	0.08645663207
1722	0.08645316543
1723	0.08644815164
1724	0.08644429
1725	0.08644051529
1726	0.08643561658
1727	0.08643099372
1728	0.08642452083
1729	0.08641948941
1730	0.08641384719
1731	0.08640992296
1732	0.08640322366
1733	0.08639868
1734	0.08639573393
1735	0.08639044958
1736	0.08638631423
1737	0.08638046765
1738	0.08637676052
1739	0.08637199228
1740	0.08636763383
1741	0.0863600761
1742	0.08635444011
1743	0.08635019477
1744	0.08634573779
1745	0.08634053158
1746	0.08633717357
1747	0.08633189095
1748	0.08632933121
1749	0.08632663081
1750	0.08632298759
1751	0.08632143328
1752	0.08631767666
1753	0.08631356953
1754	0.08630864159
1755	0.0863054496
1756	0.08630175096
1757	0.08630026765
1758	0.08629479586
1759	0.08628850348
1760	0.08628319568
1761	0.08627651965
1762	0.08627331693
1763	0.08626752476
1764	0.08626443665
1765	0.08626178855
1766	0.08625954928
1767	0.08625440152
1768	0.08624853196
1769	0.08624261473
1770	0.08623987246
1771	0.08623649948
1772	0.08623240983
1773	0.08622712323
1774	0.08622345616
1775	0.08622053523
1776	0.08621656254
1777	0.08621353282
1778	0.08621066932
1779	0.08620771082
1780	0.08620400042
1781	0.08619984906
1782	0.08619575379
1783	0.08619219645
1784	0.08618968623
1785	0.08618542955
1786	0.08618166479
1787	0.08617820441
1788	0.08617323865
1789	0.08616695591
1790	0.08616345907
1791	0.08615909039
1792	0.08615307418
1793	0.08614831438
1794	0.08614350904
1795	0.08614117906
1796	0.08613592897
1797	0.08613276038
1798	0.08612909651
1799	0.08612423854
1800	0.0861213824
1801	0.08611569089
1802	0.08611334978
1803	0.08610785271
1804	0.0861041767
1805	0.08610006584
1806	0.08609645204
1807	0.08609235097
1808	0.08608970517
1809	0.08608449526
1810	0.08608137873
1811	0.08607717113
1812	0.08607073357
1813	0.08606615856
1814	0.08606183266
1815	0.0860575279
1816	0.08605363883
1817	0.08605053944
1818	0.08604770645
1819	0.0860444705
1820	0.086039523
1821	0.08603567629
1822	0.0860309971
1823	0.08602681792
1824	0.08602287557
1825	0.08601852633
1826	0.08601304393
1827	0.08601064396
1828	0.08600733138
1829	0.08600077618
1830	0.08599767764
1831	0.08599388184
1832	0.08599015973
1833	0.08598618378
1834	0.08598394524
1835	0.08598031355
1836	0.08597729566
1837	0.08597377812
1838	0.08597020482
1839	0.0859655512
1840	0.08596049674
1841	0.08595593583
1842	0.08595181341
1843	0.08594844346
1844	0.08594420098
1845	0.08593875745
1846	0.08593607614
1847	0.08593316792
1848	0.08592706014
1849	0.08592476184
1850	0.08592243737
1851	0.08591662537
1852	0.08591267725
1853	0.08590801925
1854	0.08590364168
1855	0.08589745508
1856	0.08589278091
1857	0.08588759006
1858	0.08588413048
1859	0.08588054666
1860	0.08587662234
1861	0.0858739423
1862	0.08587055766
1863	0.0858665187
1864	0.08586024455
1865	0.08585708344
1866	0.08585223126
1867	0.08584764494
1868	0.08584433542
1869	0.08584135551
1870	0.08583727671
1871	0.08583512021
1872	0.08583254192
1873	0.08582946423
1874	0.08582601984
1875	0.08582270592
1876	0.08581966788
1877	0.08581640384
1878	0.08580977711
1879	0.0858045378
1880	0.085801848
1881	0.08579692196
1882	0.085793941
1883	0.08579037805
1884	0.08578778036
1885	0.08578419147
1886	0.08578126628
1887	0.0857771661
1888	0.08577290961
1889	0.08576846965
1890	0.08576512618
1891	0.0857617508
1892	0.08575850887
1893	0.08575277439
1894	0.08574689082
1895	0.08574105105
1896	0.08573813988
1897	0.08573637589
1898	0.08573393289
1899	0.08573012549
1900	0.08572564218
1901	0.08572098399
1902	0.08571694089
1903	0.08571305014
1904	0.0857109298
1905	0.08570819112
1906	0.08570437476
1907	0.08570112222
1908	0.08569862998
1909	0.08569640826
1910	0.0856921167
1911	0.08568839323
1912	0.08568625502
1913	0.08568213029
1914	0.0856793225
1915	0.08567538439
1916	0.08567276626
1917	0.08566981613
1918	0.0856668276
1919	0.08566418495
1920	0.08566127556
1921	0.0856597063
1922	0.08565580574
1923	0.08565218672
1924	0.08564799206
1925	0.08564512596
1926	0.08564320188
1927	0.08564084281
1928	0.08563762743
1929	0.08563445792
1930	0.08563175736
1931	0.08562933867
1932	0.08562593858
1933	0.08562259825
1934	0.08561845622
1935	0.08561622821
1936	0.08561207497
1937	0.08560848765
1938	0.08560472572
1939	0.08560214527
1940	0.08559968977
1941	0.08559768667
1942	0.08559508685
1943	0.0855918526
1944	0.08558672969
1945	0.08558217898
1946	0.08557948288
1947	0.08557735888
1948	0.08557371108
1949	0.08556961947
1950	0.08556468868
1951	0.0855620528
1952	0.08555937503
1953	0.08555610609
1954	0.08555146144
1955	0.08554824777
1956	0.08554421666
1957	0.08554224351
1958	0.08553943646
1959	0.08553555428
1960	0.08553321359
1961	0.08553131596
1962	0.08552844795
1963	0.08552536731
1964	0.08552249987
1965	0.08552111919
1966	0.08551822398
1967	0.08551440311
1968	0.08551151381
1969	0.08550785555
1970	0.08550585351
1971	0.08550312706
1972	0.08550101941
1973	0.08549566577
1974	0.08549228597
1975	0.08548856197
1976	0.08548440038
1977	0.08548001574
1978	0.08547782964
1979	0.08547307521
1980	0.08546978556
1981	0.08546679927
1982	0.0854637672
1983	0.08546085942
1984	0.08545786601
1985	0.08545448824
1986	0.08545012192
1987	0.08544708271
1988	0.08544097528
1989	0.08543968513
1990	0.08543738563
1991	0.08543476251
1992	0.08543246842
1993	0.08542934936
1994	0.08542637223
1995	0.08542334813
1996	0.08542020239
1997	0.08541746854
1998	0.08541569798
1999	0.08541336791
